id;Name;Title;Publication;Year;G_title;Comment;pub_year;pub_type;Meter;Regularity;Rhyme;Type;Music;Composer;Music_year;Source;Notation;Music_gtitle;Comment_m;;
350;Сомов, О.М.;Полно, сердце! Успокойся на часок;Благонамеренный, 1821, № 10 (Поэты 1820-1830-х гг. Л., 1972. Т.1.С. 219-220);1821;Песенка;;1821;periodical;Х6м;reg;rhymed;periph;;;;;;;;;
351;Срезневский, И.И.;Дуют ветры, дуют буйно, и деревья гнутся;Галатея, 1838, ч. 6., с. 323-324;1838;Песня Наталки Полтавки;;1838;periodical;Х7ж (Х4 + Х3);reg (сверхсхемные);rhymed;core;;;;;;;;;
352;Степанов, С. (Саратов);Где ты где ты друг мой милой;Календарь муз на 1826 г. СПб., 1826. Стихи. С. 159-160;1826;Песня;;1826;periodical;Х43ж;reg;occ;core;;;;;;;;;
353;Стромилов, С.Н.;То не ветер ветку клонит;Отд. Нотное издание, Варламов. б.г.?;1841;;;1841;music;Х4жм;reg;rhymed;core;;;;;;;;;
354;Стромилов, С.Н.;Собрались мы к боярину;Хор, петый в маскараде С.А. Римского-Корсакова 7 февраля 1846 г.: “Собрались к мы к боярину...” [Для пения с ф-п.];1846;;;1846;music;Ан2д;reg;rhymed;core;;;;;;;;;
355;Стромилов, С.Н.;Ветер, ветер одинокий!;Московский наблюдатель 1837. Ч.13, № 9;1837;Песня (написано в альбом гр. Ив. Комынина);;1837;periodical;Х4жм;reg;rhymed;core;;;;;;;;;
356;Суханов, М.Д.;Красна девица сидела под окном;Памятник отеч.музам. СПб., 1827. Стихи. 138-139 (+Басни, песни и разныя стихотворения крестьянина Михайла Суханова. Спб., 1828. Ц.р: 10 мая 1828. С. 74-75);1827;;;1827;periodical;Х6м;reg;rhymed;core;;;;;;;;;
357;Суханов, М.Д.;Что ты девица невесело сидишь;Басни, песни и разныя стихотворения крестьянина Михайла Суханова. Спб., 1828. Ц.р: 10 мая 1828. С. 72-73;1828;;;1828;collection;Х6м;reg;rhymed;core;;;;;;;;;
358;Суханов, М.Д.;Нет полно девице грустить;СО.1830. Т. 12. №22. С. 249 (+ Суханов. Мои сельские досуги. Спб., 1836. С. 6.);1828;;печ. По изданию Суханова 1836 г. (поздняя редакция);1830;periodical;Я43м;reg;rhymed;core;;;;;;;;;
359;Суханов, М.Д.;В последний раз я говорила;Лит.прибав. Рус. Инвалид. 1835, № 33, апрель 24, С. 264 (+ Мои сельские досуги. Стихотворения крестьянина М. Суханова. Спб., 1836. (ц.р. 1 мая 1835)С. 5.;1835;Русская песня;;1835;periodical;Я43жм;reg;rhymed;core;;;;;;;;;
360;Суханов, М.Д.;Частой рощицей, весенним вечерком;Славянин. 1827. Ч. 1. № 13. С. 272-273 (+ Басни, песни и разныя стихотворения крестьянина Михайла Суханова. Спб., 1828. Ц.р: 10 мая 1828. С. 68-69 );1827;Русская песня;;1827;periodical;Х6м;reg;rhymed;core;;;;;;;;;
361;Суханов, М.Д.;Не крушися красна девица;Славянин, 1828, ч.6, № 21, с. 313-314 (+ (+ Басни, песни и разныя стихотворения крестьянина Михайла Суханова. Спб., 1828. Ц.р: 10 мая 1828. С. 68-69 );1828;Русская песня;;1828;periodical;Х4дм;unreg;unrhymed;core;;;;;;;;;
362;Суханов, М.Д.;Сидела Аннушка в светлице;Славянин, 1828, ч.6, № 23, с. 397-398  (+ Басни, песни и разныя стихотворения крестьянина Михайла Суханова. Спб., 1828. Ц.р: 10 мая 1828. С. 85);1828;Русская песня;;1828;periodical;Я43жм;reg;rhymed;core;;;;;;;;;
363;Теплова, Н.;Ранним утром под окном;МТ 1830, 41 + Венера, или собр. Стих. Разных авторов. Ч. 1-4. М., 1831. (под названием Русская песня);1830;;;1830;periodical;Х4мж;reg;rhymed;periph;;;;;;;;;
364;Тимофеев, А.В.;Ах вы ветры ветры буйные;Песни Тимофеева. Спб., 1835. Поэты 1820-1830-х гг. Л., 1972. Т.2. С.594-595;1833;;;1835;collection;Х4д;reg;unrhymed;core;;;;;;;;;
365;Тимофеев, А.В.;Оседлаю коня коня быстрого;БдЧ, 1838, т. 26. Поэты 1820-1830-х гг. Л., 1972. Т.2. С.642-643;1838;Тоска;;1838;periodical;Ан3д;reg;unrhymed;core;;;;;;;;;
366;Тимофеев, А.В.;Борода ль моя бородушка;Маяк, 1843, кн. 15. Поэты 1820-1830-х гг. Л., 1972. Т.2. С.643-644;1843;Борода;;1843;periodical;Х4д;reg;unrhymed;core;;;;;;;;;
367;Тимофеев, А.В.;Не женись на умнице;БдЧ, 1837, т. 25, № 11. Поэты 1820-1830-х гг. Л., 1972. Т.2. С.642;1837;Выбор жены. Русская песня;;1837;periodical;Х3дм;reg;rhymed;core;;;;;;;;;
368;Тимофеев, А.В.;Соловей ты наш соловушко;;1835;;;1835;collection;Х4д;reg;unrhymed;core;;;;;;;;;
369;Тимофеев, А.В.;Не судите люди люди добрые;XII песен Т-м-ф-а. Спб., 1833. Отд. 1, 2. + Песни Т.м.ф.в.а. СПб., 1835. С. 49-50;1833;;;1833;collection;Х4д;unreg;unrhymed;core;;;;;;;;;
370;Тимофеев, А.В.;Нас венчали не в церкви;Песни Т.м.ф.в.а. СПб., 1835. С. 55-57;1835;Свадьба;;1835;collection;Аф2м;unreg(полиметрические вставки Ан2м);rhymed;core;;;;;;;;;
371;Тимофеев, А.В.;Что все рвется ноешь бедное;Песни Т.м.ф.в.а. СПб., 1835. С. 101-102;1835;Сердце (Е.И.И-вой);;1835;collection;Х4д;reg;unrhymed;core;;;;;;;;;
372;Тимофеев, А.В.;Высоко ты солнце красное;Песни Т.м.ф.в.а. СПб., 1835. С. 116-117;1835;Солнце (П.А. Ш-ву);;1835;collection;Д2м;unreg (X4д + Д2м);occ;periph;;;;;;;;;
373;Титов;Ах ты, матушка, земля русская;БдЧ. 1839, т.35. Стихотворения. С. 20-22;1839;Ярославская песня;;1839;periodical;Пс2;unreg;unrhymed;core;;;;;;;;;
374;Траум;Заведи мне, пташечка;БдЧ. 1839, т. 34. Стихотв. С. 16.;1839;Русская песня;;1839;periodical;Х3дм;reg;unrhymed;core;;;;;;;;;
375;Трилунный, Д.Ю.;Видел я две звездочки;ЛГ 1831 № 24;1831;;;1831;periodical;Х3д;reg;unrhymed;core;;;;;;;;;
376;Трилунный, Д.Ю.;О чем горюешь девица;Лит.прибав. Рус. Инвалид. 1832, № 49. С. 390;1832;Песня;;1832;periodical;Я3дж;reg;rhymed;core;;;;;;;;;
377;Трилунный, Д.Ю.;Волны стонут, ветер воет;Лит.прибав. Рус. Инвалид. 1832, № 54. С. 430;1832;Песня;;1832;periodical;Х43ж;reg;rhymed;core;;;;;;;;;
378;Туманский, В.;Легкий вешний ветерок;МВ, 1829, № 2. С. 151;1825;;;1829;periodical;Х4м;reg;rhymed;core;;;;;;;;;
379;Ф.И.;Вейся вейся желтый хмель;Московский Телеграф, 1826, Ч. 11, отд.2, с. 7;1826;Русская песня;;1826;periodical;Х43мж;reg;unrhymed;core;;;;;;;;;
380;Федоров, Б.М.;Что мне нужды;Невский альманах на 1825 г. СПб., 1825. С. 123-124;1825;Сельская любовь;;1825;periodical;Х24жм;unreg;unrhymed;core;;;;;;;;;
381;Федоров, Б.М.;Что ты рано моя пташечка;СО, 1829, т.6.  ч.128, с. 177;1829;Сельская песня;;1829;periodical;Х6ж;unreg (Х42);occ;core;;;;;;;;;
382;Филимонов, В.С.;Вечор был я в Лизаветином дворе;Проза и стихи Владимира Филимонова. М., 1822. Ч.2. Стихи. С. 86-87.;1809;Песня;на голос: вечор был я на почтовом на дворе (1809 года, Незнаново (по дороге от Раненбурга к Рязани));1822;collection;Х6м;reg;rhymed;core;;;;;;;;;
383;Филимонов, В.С.;Разлучились мы голубушка с тобой;Проза и стихи Владимира Филимонова. М., 1822. Ч.2. Стихи. С. 93-94;1810;Песня;на голос: ты поди моя коровушка домой (1810 года, сельцо Лисоградское);1822;collection;Х6м;reg;rhymed;core;;;;;;;;;
384;Хомяков, А.С;Гой красна земля Володимира;Стихотворения Хомякова. М., 1844.;1830;Русская песня;;1844;collection;Пс2;reg;unrhymed;core;;;;;;;;;
385;Хотяинцов, П.;Храни господь царя отчизны;Лит.прибав. Рус. Инвалид. 1834, № 79 окт. 3, С. 630;1834;Русская песнь (на самом деле нет!);;1834;periodical;Я4жм;reg;rhymed;periph;;;;;;;;;
386;Хотяинцов, П.;Дружно, братцы! В круговую!;Лит.прибав. Рус. Инвалид. 1835, № 47, июнь 12, С. 375;1835;Солдатская песня;на голос: за горами, за долами;1835;periodical;Х42жжм;reg;reg;core;;;;;;;;;
387;Цыганов, Н.Г.;Не сиди мой друг, поздно вечером;;1828;;;1828;periodical;Пс + Пс2;unreg;unrhymed;core;;;;;;;;;
388;Цыганов, Н.Г.;Ах спасибо же тебе;;1832;;;1834;collection;Х4жм;unreg;rhymed;core;;;;;;;;;
389;Цыганов, Н.Г.;Что ты рано травушка;Комета. М., 1830;1830;Песня;Рус. Инвалид. Лит. Приб. 1833, № 31, апрель 19 - под подписью N.N. С разночтениями;1830;periodical;Х32дж;unreg;rhymed;core;;;;;;;;;
390;Цыганов, Н.Г.;Не сокол летит по поднебесью;Комета. М., 1830;1830;;Рус. Инвалид. Лит. Приб. 1833, № 15, февраля 25 - под подписью N.N.;1830;periodical;Пс2;unreg;unrhymed;core;;;;;;;;;
391;Цыганов, Н.Г.;Не кукушечка во сыром бору;Молва, 1832, 25 марта;1832;Русская песня;;1832;periodical;Пс2 + Ан1ж;reg;rhymed;core;melody;Девитте, Н.П,;1834;Не кукушечка во сыром бору. Chanson russe. Сл. Цыганова. М., Бартольди, [1834] // Собрание романсов и песен с аккомпанированием для фортепиано..великой княгине Елене Павловне … посвящает Н. Девитте. № 9. ГПИБ.;[Для голоса с фортепиано];Chanson russe;;;
392;Цыганов, Н.Г.;Рассудите мне люди добрые;Молва, 1832, 20 мая;1832;Русская песня;;1832;periodical;Пс;reg;unrhymed;core;;;;;;;;;
393;Цыганов, Н.Г.;Что ты соловушко;Молва, 1832, 22 июля;1832;Русская песня;;1832;periodical;Х3дм;reg;rhymed;core;;;;;;;;;
394;Цыганов, Н.Г.;Ох болит да щемит;Молва, 1833, 13 июня;1833;Русская песня;;1833;periodical;Ан1м + Х3ж;reg;rhymed;core;;;;;;;;;
395;Цыганов, Н.Г.;Не шей ты мне матушка;Музыкальный альбом, 1833 с музыкой Варламова (сб. 1834 г.);1832;;;1834;collection;Х3дм;unreg (перебои, Аф2д);rhymed;core;;;;;;;;;
396;Цыганов, Н.Г.;Что это за сердце;Музыкальный альбом, 1833 с музыкой Варламова (сб. 1834 г.);1832;;;1834;collection;Х3ж;unreg (перебои, сверхсхемные);rhymed;core;;;;;;;;;
397;Цыганов, Н.Г.;Смолкни, пташка-канарейка;Сб. 1834, Эолова арфа, 1834, с музыкой Варламова;1832;;;1834;collection;Х4жм;reg;rhymed;core;;;;;;;;;
398;Цыганов, Н.Г.;Красен в полях, цветен в лугах;;1832;;;1834;collection;Я3д;unreg (перебои);occ;core;;;;;;;;;
399;Цыганов, Н.Г.;Жавороночек на проталинке;;1832;;;1834;collection;Пс + Ан1ж;reg;rhymed;core;;;;;;;;;
400;Цыганов, Н.Г.;Что это за пташечка;;1832;;;1834;collection;Я3д +Аф2д;unreg (перебои);rhymed;core;;;;;;;;;
401;Цыганов, Н.Г.;Не туманами не мглой;;1832;;;1834;collection;Х43мж;reg;rhymed;core;;;;;;;;;
402;Цыганов, Н.Г.;Ах ты время времечко;Сб. 1834;1832;;;1834;collection;Х32дж;reg;rhymed;core;;;;;;;;;
403;Цыганов, Н.Г.;Ты подуй подуй;;1832;;;1834;collection;Пс + Ан1ж;reg;rhymed;core;;;;;;;;;
404;Цыганов, Н.Г.;Без поры да без времени;Сб. 1834;1832;;;1834;collection;Ан2д;unreg (тактовик в рефрене);rhymed;core;;;;;;;;;
405;Цыганов, Н.Г.;По полю полю чистому;Сб. 1834;1832;;;1834;collection;Я3дм;reg;rhymed;core;;;;;;;;;
406;Цыганов, Н.Г.;Я посею молоденька;Сб. 1834;1832;;;1834;collection;Х43ж;unreg (перебои);rhymed;core;;;;;;;;;
407;Цыганов, Н.Г.;Рано рано вы лазоревы цветы;Сб. 1834;1832;;;1834;collection;Х6м;reg;rhymed;core;;;;;;;;;
408;Цыганов, Н.Г.;Ах не пташечка;;1832;;;1834;collection;Пс + (Пс + Ан2ж);unreg;occ;core;;;;;;;;;
409;Цыганов, Н.Г.;Ах чарка моя;;1832;;;1834;collection;Аф2мж;unreg (гипердакт);rhymed;core;;;;;;;;;
410;Цыганов, Н.Г.;Лежит в поле дороженька;;1832;;;1834;collection;Я3д + Ан1ж;unreg;rhymed;core;;;;;;;;;
411;Цыганов, Н.Г.;При долинушке береза;;1832;;;1834;collection;Х43ж;unreg;rhymed;core;;;;;;;;;
412;Цыганов, Н.Г.;Брезжит месяц молодой;;1832;;;1834;collection;Х4мж;reg;rhymed;core;;;;;;;;;
413;Цыганов, Н.Г.;Ахти беда-неволюшка;;1832;;;1834;collection;Я3д;reg;rhymed;core;;;;;;;;;
414;Цыганов, Н.Г.;Ах не звездочка сияет;;1832;;;1834;collection;Х4жм;reg;rhymed;core;;;;;;;;;
415;Цыганов, Н.Г.;Полетай соловьюшко;Сб. 1834;1832;;;1834;collection;Ан2д;unreg (хореич);occ;core;;;;;;;;;
416;Цыганов, Н.Г.;Ах об чем ты Машенька;Сб. 1834;1832;;;1834;collection;Х4жм;reg;rhymed;core;;;;;;;;;
417;Цыганов, Н.Г.;Перелетная пичужечка;Сб. 1834;1832;;;1834;collection;Х4д;reg;rhymed;core;;;;;;;;;
418;Цыганов, Н.Г.;Ах ты ночка моя ноченька;Сб. 1834;1832;;;1834;collection;Х4д;unreg;occ;core;;;;;;;;;
419;Цыганов, Н.Г.;Течет речка по песочку;Сб. 1834 (+ отд. изд. с музыкой Дюбука. М., 1833);1832;;;1834;collection;Х43ж;unreg (перебои);rhymed;core;;;;;;;;;
420;Цыганов, Н.Г.;Ночь осенняя хоть глаза коли темна;;1832;;;1834;collection;Х6м;unreg (нарушения в зачине, перебои);rhymed;core;;;;;;;;;
421;Цыганов, Н.Г.;Ах ты рощица;;1832;;;1834;collection;Пс;reg;occ;core;;;;;;;;;
422;Цыганов, Н.Г.;Каркнул ворон на березе;Сб. 1834;1832;;;1834;collection;Х5жм;reg;rhymed;core;;;;;;;;;
423;Цыганов, Н.Г.;У соловушки одна песенка;;1832;;;1834;collection;Пс2;unreg;occ;core;;;;;;;;;
424;Цыганов, Н.Г.;Сизокрылый голубочек;Литературный кабинет. М., 1834. Ч. 2.;1832;Русская элегия;;1842;periodical;Х4жм;reg;occ;core;;;;;;;;;
425;Цыганов, Н.Г.;Хороша ты красна девушка;Литературный кабинет. М., 1834. Ч. 2.;1832;Две песни;;1842;periodical;Х4д;unreg (перебои в дольник);occ;core;;;;;;;;;
426;Цыганов, Н.Г.;Ах молодость молодость;Эхо. М., 1830.;1830;;;1830;periodical;Аф2д;unreg (перебои, пер. анакруса);occ;core;;;;;;;;;
427;Цыганов, Н.Г.;Соловей мой соловеюшко;;1832;;;1834;collection;Х4д;reg;occ;core;;;;;;;;;
428;Цыганов, Н.Г.;Молви Любушка голубушка моя;;1832;;;1834;collection;Х6м;reg;rhymed;core;;;;;;;;;
429;Цыганов, Н.Г.;Не цветочком отцвела;;1832;;;1834;collection;Х4ммжм;reg;rhymed;core;;;;;;;;;
430;Цыганов, Н.Г.;Как за реченькой, за быстрою рекой;Литературные прибавления к Русскому Инвалиду. 1839,  № 11, 16 сент. С. 205;1832;;;1839;periodical;Х6м;reg;rhymed;core;;;;;;;;;
431;Цыганов, Н.Г. ???;Молодая молодка;Литературная газета 1840 , 31 августа, № 70 С. 1582;1840;Русская песня;;1840;periodical;Ан2ж + Аф2м;reg;rhymed;core;;;;;;;;;
432;Чижов, П.;В путь далекий, в путь унылый;Лит.прибав. Рус. Инвалид. 1833, № 37май 10, С. 295;1833;Разлука;;1833;periodical;Х4жм;reg;rhymed;core;;;;;;;;;
433;Шаликов, П.И.;Нынче был я на почтовом на дворе;Плод свободных чувствований, ч.3-я, М. 1801.;1801;;;1801;collection;Х6м;reg;unrhymed;core;;;;;;;;;
434;Шаховской;Не стружок на водах;из Сокол князя Ярослава Тверского;1823;;;1823;collection;Ан2м + Х3ж;reg;rhymed;core;;;;;;;;;
435;Шаховской;Ах всходи ты солнце красное;из Сокол князя Ярослава Тверского;1823;;;1823;collection;Х4д + Пс2;unreg;rhymed;core;;;;;;;;;
436;Шаховской;Скучно, скучно за всегда мне быть одной;из Крестьяне или встреча незваных;1815;;на голос: скучно, матушка;1815;collection;Х6м;reg;rhymed;core;;;;;;;;;
437;Шаховской;Я и рада бы не плакала млада;из Крестьяне или встреча незваных;1815;;;1815;collection;Х6м;reg;rhymed;core;;;;;;;;;
438;Шаховской;Не сокол в небесах;из Крестьяне или встреча незваных;1815;;поет на голос: во донских во лесках;1815;collection;Ан2м + Х3ж;reg;rhymed;core;;;;;;;;;
439;Шаховской;Вверх по Волге с Нижня города;Двумужница;1832;;;1836;collection;Пс2;unreg;occ;core;;;;;;;;;
440;Шаховской;Под кустиком под ракитовым;двумужница, 1836 с. 172;1832;;;1836;collection;Пс2 + Х6м;unreg unreg;unrhymed;core;;;;;;;;;
441;Шаховской;Не знавал я рода племени;двумужница, 1836 с. 173-174 + Комета Белы. СПб., 1832.;1832;Песня атамана Башлыка;;1832;periodical;Пс2 + Х4д;unreg unreg;unrhymed;core;;;;;;;;;
442;Шевырев, С.П.;Атаман честной мой отец родной;МВ, 1828, № 10, с. 119. Поэты 1820-1830-х гг. Л., 1972. Т.2. С. 160-162;1827;Русская разбойничья песня;;1828;periodical;Гм;unreg;rhymed;core;;;;;;;;;
443;Шевырев, С.П.;Не невеста с женихом;MB, 1827, ч. 5, с. 242. (под подп. Пушкин - в Эвтерпа 1837 г.);1827;Супруги (военная песня)?;;1827;periodical;Х43мж;reg;rhymed;core;;;;;;;;;
444;Штейнберг, Д.;Что ты девица что ты красная;Зимцерла. М., 1829. C.26-28 (цен.разр. Марта 8);1829;Русская песня;;1829;periodical;Пс;reg;unrhymed;core;;;;;;;;;
445;Ю.;Темно в поле, вьюга воет;СО, 1834, т. 42, № 16, с.557;1834;Песня;на мелодию? Слишком жесткая структура строфы;1834;periodical;Х43жм + Я2м в рефр;reg;rhymed;core;;;;;;;;;
446;Юшков, С.;Не в чистом поле, не в пустой степи;Вестн. Европы. - 1813. - Ч.70, N 15. - С.168-170.;1812;Песня на освобождение  царствующего града москвы октября 11 дня 1812;;1813;periodical;Пс2;unreg перебои;unrhymed;periph;;;;;;;;;
447;Яковлев, М.А.;Солнце красное взошло на небеса;Памятник отечественных муз на 1828 г. С .148-149;1826;;насчет датировки см. Тоня о Анфологии, верхняя датировка тетради с песней 1826 (в тетради указан голос: Скучно матушка весною жить одной);1828;periodical;Х6м;reg;rhymed;core;;;;;;;;;
448;Якубович, Л.А.;Над Дунаем над рекою;Альциона. Спб., 1833, с. 67. Поэты 1820-1830-х гг. Л., 1972. Т.2. С. 266-267;1832;Заветные слова;;1833;periodical;Х4жм;reg;rhymed;core;;;;;;;;;
449;А.Б.;Где ты, где ты, радость милая;Досуги Марса. Литературные труды офицеров. СПб., 1834. С. 22-23 (ц.р. 10 апр. 1834);1834;К радости;;1834;periodical;Х4д;reg;unrhymed;core;;;;;;;;;
450;И.П.;Как певун соловей;Досуги Марса. Литературные труды офицеров. СПб., 1834. С. 75-76 (ц.р. 10 апр. 1834);1834;Соловей (песня);;1834;periodical;Ан2м + Пс;unreg;unrhymed;core;;;;;;;;;
451;В. С***;Что ты мой соловушек;Досуги Марса. Литературные труды офицеров. СПб., 1834. С. 223-224  (ц.р. 10 апр. 1834);1834;Песня;;1834;periodical;Х3д;reg;unrhymed;core;;;;;;;;;
452;В. С***;Ох жизнь молодецкая;Досуги Марса. Литературные труды офицеров. СПб., 1834. С. 239-240  (ц.р. 10 апр. 1834);1834;Солдатская песня;;1834;periodical;Х3д;unreg;unrhymed;periph;;;;;;;;;
453;Б/П;Не свети ты, солнце красное;Гирляндочка. Подарок на 1846 год любителям и любительницам русского чтения. М., 1846. С. 10-11. (ц.р. 9 дек. 1845);1845;Стансы;;1846;periodical;Х4дм;reg;rhymed;core;;;;;;;;;
454;Б/П;Полно полно балагурить;Гирляндочка. Подарок на 1846 год любителям и любительницам русского чтения. М., 1846. С. 33-34. (ц.р. 9 дек. 1845);1845;Русская песня;М.б. Ф. Соловьев? там же опубликована РП "Ненаглядная / Бессравненная";1846;periodical;Х4ж + Пс;reg;unrhymed;core;;;;;;;;;
455;Анордист, Н.;Не шей ты мне матушка;Альманах на 1840 год Н. Анордиста. М., 1840;1839;Красный сарафан;;1840;periodical;Х3дм + (Аф2д + Пс);unreg;rhymed;core;;;;;;;;;
456;Б/П;Бьется, бется ретивое;Альциона на 1833 год. М., 1833. Стихотворения. С. 109-110.(ц.р. 18 октября 1832);1832;Песня;;1833;periodical;Х4жм;reg;rhymed;periph;;;;;;;;;
457;Струйский, Д.Ю.;Моя бедность ты;Одесский альманах на 1839 г. Одесса, 1839. С. 500-505 (ц.р. 31 дек. 1838);1838;Песня кормилицы;длинная ролевая лирика + бытовая баллада;1838;periodical;Пс;reg;unrhymed;periph;;;;;;;;;
458;Бернет, Е.;Уж как выду ль я в поле чистое;Одесский альманах на 1839 г. Одесса, 1839. С. 235-236 (ц.р. 31 дек. 1838);1838;Камень;падение листьев;1838;periodical;Пс2;reg;rhymed;core;;;;;;;;;
459;Д.;Не воркуй касаточка;Полярная звезда. Карманная книжка для любителей и любительниц чтения. М., 1832 (ц.р. 10 дек. 1831). C. 129;1829;Песня;19 апреля 1829 года (м.б. Дмитревский?);1831;periodical;Х3д;reg;unrhymed;core;;;;;;;;;
460;Щоголев, Я.;Не меня мой друг ласкает;Молодик на 1843 год. Харьков, 1843. Ч. 1. С. 81-83 (ц.р. 10 сент. 1842);1842;Мелодия;протеизм в песенке;1843;periodical;Х4жм;reg;rhymed;core;;;;;;;;;
461;Щербина, Н.;Не шуми, не гуди;Молодик на 1843 год. Харьков, 1843. Ч. 1. С. 87-88 (ц.р. 10 сент. 1842);1840;Отчаяние. Русская песня;;1843;periodical;Ан2м + Пс;reg;unrhymed;core;;;;;;;;;
462;Щербина, Н.;Раз приглянулся ясным звездочкам;Молодик на 1843 год. Харьков, 1843. Ч. 1. С. 261-265 (ц.р. 10 сент. 1842);1842;Кручина доброго молодца;длинная песня-сказка из блоков, очевидный кольцов;1843;periodical;Х4д + Пс2 + (Ан2м + Пс);unreg;unrhymed;periph;;;;;;;;;
463;Щербина, Н.;В поле ветер воет;Молодик на 1843 год. Харьков, 1843. Ч. 1. С. 334-335 (ц.р. 10 сент. 1842);1842;Бесталанье;кольцовская дума;1843;periodical;Х3ж;unreg;unrhymed;core;;;;;;;;;
464;Шаховской, А.А.;То не взмахом крыл над проточиной;Молодик на 1844 год. Харьков, 1844.  С. 22-24 (ц.р. 10 марта 1844);1844;Русская думка;;1844;periodical;Пс2 + Пс;unreg;unrhymed;core;;;;;;;;;
465;Будимирович, С.;Не Дунаюшко волнуется;Молодик на 1844 год. Харьков, 1844.  С. 75 (ц.р. 10 марта 1844);1844;Утопленница;;1844;periodical;Х43дм;reg;rhymed;core;;;;;;;;;
466;Будимирович, С.;Эту удаль молодецкую;Молодик на 1844 год. Харьков, 1844.  С. 75-76 (ц.р. 10 марта 1844);1844;Борис-горемыка;;1844;periodical;Х43дж;reg;rhymed;core;;;;;;;;;
467;Будимирович, С.;Он удалый был детина;Молодик на 1844 год. Харьков, 1844.  С. 89 (ц.р. 10 марта 1844);1844;Песня молодки;;1844;periodical;Х43ж;reg;rhymed;core;;;;;;;;;
468;Жадовская, Ю.В.;Хорошо голубое небо прояснилось;Стихотворения Юлии Жадовской. СПб., 1846. С. 24;1846;Звезды;;1846;collection;Пс2;unreg;unrhymed;periph;;;;;;;;;
469;Жадовская, Ю.В.;Я люблю смотреть в ясну ноченьку;Стихотворения Юлии Жадовской. СПб., 1846. С. 37;1846;;;1846;collection;Пс;reg;unrhymed;core;;;;;;;;;
470;Жадовская, Ю.В.;Ах ты буйный ветр порывистый;Стихотворения Юлии Жадовской. СПб., 1846. С. 57;1846;Ветер;;1846;collection;Пс2;unreg (усечения);unrhymed;core;;;;;;;;;
471;Жадовская, Ю.В.;Полно будет уж соловей мой петь;Стихотворения Юлии Жадовской. СПб., 1846. С. 58;1846;Соловей;;1846;collection;Пс2;reg;unrhymed;core;;;;;;;;;
472;Нечаев, С.;Вейся вейся ярый хмель;Жасмин и роза. СПб., 1830. С. 12;1830;;;1830;periodical;Х4мж;reg;unrhymed;core;melody;Толстой, Ф.М.;1834;Вейся, вейся, ярый хмель. // Неделя свободы, музыкальный альбом для пения с аккомпанементом фортепиано, соченния Ф. Толстого. Спб., Бернард, 1834, № 11. ВМОМК им М.И.Глинки, РНБ.;Для голоса с фортепиано;;;;
473;Суханов, М.Д.;Давно красавица стемнело;Басни, песни и разныя стихотворения крестьянина Михайла Суханова. Спб., 1828. Ц.р: 10 мая 1828. С. 65-66;1828;Верность;раздел “Русские песни”, посв. А.С. Шишкову. Песни I;1828;collection;Я43жм;reg;rhymed;periph;;;;;;;;;
474;Суханов, М.Д.;Ах не даром у меня;Басни, песни и разныя стихотворения крестьянина Михайла Суханова. Спб., 1828. Ц.р: 10 мая 1828. С. 66;1828;;раздел “Русские песни”, посв. А.С. Шишкову. Песни II;1828;collection;Х42ж (Х6ж);unreg (усечения);unrhymed;core;;;;;;;;;
475;Суханов, М.Д.;Красна девица сряжалась в хоровод;Басни, песни и разныя стихотворения крестьянина Михайла Суханова. Спб., 1828. Ц.р: 10 мая 1828. С. 67-68;1828;;раздел “Русские песни”, посв. А.С. Шишкову. Песни III;1828;collection;Х6м;unreg(перебои);rhymed;core;;;;;;;;;
476;Суханов, М.Д.;Зарастай моя дороженька;Басни, песни и разныя стихотворения крестьянина Михайла Суханова. Спб., 1828. Ц.р: 10 мая 1828. С. 68-69;1828;;раздел “Русские песни”, посв. А.С. Шишкову. Песни IV;1828;collection;Х41дж (Х6ж);Unreg(+ Х42жм);unrhymed;core;;;;;;;;;
477;Суханов, М.Д.;Грустно девице с другом розно жить;Басни, песни и разныя стихотворения крестьянина Михайла Суханова. Спб., 1828. Ц.р: 10 мая 1828. С. 69;1828;;раздел “Русские песни”, посв. А.С. Шишкову. Песни V;1828;collection;Пс2;reg;unrhymed;core;;;;;;;;;
478;Суханов, М.Д.;День окончился темна ночь пришла;Басни, песни и разныя стихотворения крестьянина Михайла Суханова. Спб., 1828. Ц.р: 10 мая 1828. С. 69-70;1828;;раздел “Русские песни”, посв. А.С. Шишкову. Песни VI;1828;collection;Пс;reg;unrhymed;core;;;;;;;;;
479;Суханов, М.Д.;Сбрось красавица с себя;Басни, песни и разныя стихотворения крестьянина Михайла Суханова. Спб., 1828. Ц.р: 10 мая 1828. С. 71-72;1828;;раздел “Русские песни”, посв. А.С. Шишкову. Песни VIII;1828;collection;Х43мж;reg;rhymed;core;;;;;;;;;
480;Суханов, М.Д.;Не велят Ване по улице ходить;Басни, песни и разныя стихотворения крестьянина Михайла Суханова. Спб., 1828. Ц.р: 10 мая 1828. С. 73;1828;;раздел “Русские песни”, посв. А.С. Шишкову. Песни X;1828;collection;Х6м;reg;rhymed;core;;;;;;;;;
481;Суханов, М.Д.;Красная девица полно горевать;Басни, песни и разныя стихотворения крестьянина Михайла Суханова. Спб., 1828. Ц.р: 10 мая 1828. С. 73-74;1828;;раздел “Русские песни”, посв. А.С. Шишкову. Песни XI;1828;collection;Х3жм;reg;rhymed;core;;;;;;;;;
